date,m06,m11,m16
2017-03-10 16:20:42+00:00,0.575,-0.46,-0.02
2017-03-17 09:11:36+00:00,0.7,-0.78,-0.44
2017-03-17 09:24:55+00:00,0.8,-0.84,-0.535
2017-03-17 09:42:58+00:00,0.855,-0.955,-0.74
2017-03-17 10:00:08+00:00,0.9,-0.945,-0.83
2017-03-17 10:35:59+00:00,0.81,-0.915,-0.625
2017-03-17 11:14:28+00:00,0.735,-0.995,-0.81
2017-03-18 19:28:47+00:00,0.77,-0.8,-0.425
2017-03-18 19:45:45+00:00,0.875,-1.03,-0.71
2017-03-20 10:53:23+00:00,0.875,-0.8049999999999999,-0.7050000000000001
2017-03-23 12:34:07+00:00,0.76,-0.81,-0.48
2017-03-24 10:02:32+00:00,0.685,0.085,-0.925
2017-04-10 22:30:30+00:00,0.67,-0.645,-0.315
2017-04-10 22:57:59+00:00,0.725,-0.78,-0.46
2017-04-11 01:06:34+00:00,0.57,-0.6,-0.08499999999999999
2017-04-11 01:32:33+00:00,0.545,-0.66,-0.055
2017-04-11 17:51:02+00:00,0.56,-0.64,-0.13
2017-04-11 17:59:43+00:00,0.665,-0.67,-0.28500000000000003
2017-04-12 10:19:22+00:00,0.45499999999999996,-0.21500000000000002,-0.12000000000000001
2017-04-13 10:00:04+00:00,0.73,-0.47,-0.59
2017-04-13 10:36:23+00:00,1.04,-0.8500000000000001,-0.72
2017-04-13 11:11:37+00:00,0.97,-0.7,-1.1600000000000001
2017-04-26 12:46:46+00:00,0.97,-0.905,-0.75
2017-05-28 12:06:12+00:00,0.85,-0.84,-0.52
2017-05-28 15:16:27+00:00,0.97,-0.58,-0.75
2017-06-05 13:34:08+00:00,1.12,-0.885,-0.905
2017-06-05 17:54:50+00:00,1.0,-1.24,-0.94
2017-06-05 18:12:24+00:00,0.78,-0.7,-0.62
2017-06-05 18:33:03+00:00,0.955,-0.8300000000000001,-0.315
2017-06-05 19:00:22+00:00,1.11,-1.04,-0.89
2017-09-07 13:17:19+00:00,1.005,-1.01,-0.92
2017-09-07 13:39:21+00:00,0.96,-0.945,-0.835
2017-09-07 13:58:54+00:00,0.99,-0.88,-0.85
2017-10-15 17:22:47+00:00,0.905,-0.91,-0.875
2017-10-28 12:51:10+00:00,1.02,-0.985,-0.7649999999999999
2017-10-28 13:49:49+00:00,0.96,-0.955,-0.78
2017-11-23 16:07:14+00:00,0.67,-0.595,-0.34
2017-11-23 16:25:02+00:00,0.52,-0.61,-0.055
2017-11-23 16:59:15+00:00,0.46499999999999997,-0.44,0.0
2017-11-23 17:32:44+00:00,0.48,-0.485,0.04
2017-11-23 17:51:27+00:00,0.56,-0.66,-0.225
2017-12-11 18:24:03+00:00,0.71,-0.71,-0.345
2017-12-18 12:49:38+00:00,0.34,-0.45499999999999996,0.075
2018-01-08 11:37:55+00:00,0.85,-0.925,-0.53
2018-01-08 13:16:11+00:00,0.935,-0.945,-0.8
2018-01-08 13:36:41+00:00,0.87,-0.94,-0.76
2018-01-08 14:10:15+00:00,0.85,-0.965,-0.58
2018-01-08 15:55:52+00:00,0.84,-0.81,-0.665
2018-01-08 16:33:59+00:00,0.89,-0.845,-0.72
2018-01-08 17:15:14+00:00,0.785,-0.88,-0.56
2018-01-08 17:48:50+00:00,0.68,-0.705,-0.385
2018-01-08 18:22:32+00:00,0.745,-0.685,-0.405
2018-01-08 18:56:19+00:00,0.66,-0.695,-0.3
2018-01-08 19:29:52+00:00,0.735,-0.73,-0.345
2018-01-08 20:06:01+00:00,0.7,-0.69,-0.28500000000000003
2018-01-08 20:39:30+00:00,0.67,-0.69,-0.275
2018-01-08 21:13:18+00:00,0.87,-0.79,-0.5
2018-01-08 21:50:03+00:00,0.825,-0.9,-0.5900000000000001
2018-01-08 22:23:54+00:00,0.835,-0.905,-0.61
2018-01-08 23:00:18+00:00,0.725,-0.775,-0.47
2018-01-08 23:35:47+00:00,0.805,-0.775,-0.57
2018-01-09 00:09:36+00:00,0.725,-0.745,-0.4
2018-01-09 00:43:10+00:00,0.785,-0.835,-0.59
2018-01-09 01:16:41+00:00,0.69,-0.71,-0.355
2018-01-09 01:50:41+00:00,0.565,-0.595,-0.13
2018-01-09 02:25:03+00:00,0.55,-0.585,-0.11499999999999999
2018-01-09 02:58:33+00:00,0.625,-0.61,-0.125
2018-01-09 03:32:04+00:00,0.575,-0.605,-0.16
2018-01-09 04:06:05+00:00,0.565,-0.59,-0.12
2018-01-09 04:40:57+00:00,0.6,-0.64,-0.13
2018-01-09 05:14:35+00:00,0.585,-0.675,-0.175
2018-01-09 05:48:18+00:00,0.58,-0.595,-0.185
2018-01-09 06:55:55+00:00,0.745,-0.685,-0.36
2018-01-09 07:29:30+00:00,0.665,-0.595,-0.345
2018-01-09 08:03:06+00:00,0.835,-0.8200000000000001,-0.55
2018-01-09 08:36:38+00:00,0.77,-0.885,-0.31
2018-01-09 09:10:42+00:00,0.675,-0.61,-0.27
2018-01-09 09:44:23+00:00,0.68,-0.5549999999999999,-0.265
2018-01-09 10:18:03+00:00,0.595,-0.655,-0.27
2018-02-01 17:37:00+00:00,0.71,-0.76,-0.31
2018-02-01 17:54:18+00:00,0.69,-0.675,-0.4
2018-02-01 18:12:18+00:00,0.725,-0.81,-0.445
2018-02-01 18:30:16+00:00,0.735,-0.75,-0.475
2018-02-01 18:47:55+00:00,0.69,-0.77,-0.425
2018-02-01 19:04:49+00:00,0.595,-0.655,-0.15000000000000002
2018-02-01 19:25:21+00:00,0.61,-0.66,-0.21000000000000002
2018-02-01 19:43:23+00:00,0.635,-0.5800000000000001,-0.27
2018-02-01 20:00:24+00:00,0.59,-0.6799999999999999,-0.175
2018-02-01 20:34:04+00:00,0.55,-0.6,-0.11499999999999999
2018-02-01 20:51:43+00:00,0.56,-0.59,-0.13
2018-02-01 21:09:58+00:00,0.57,-0.64,-0.125
2018-02-02 16:47:39+00:00,0.775,-1.12,-0.925
2018-02-02 17:04:41+00:00,0.945,-1.0550000000000002,-0.825
2018-08-08 11:34:54+00:00,0.845,-0.675,-0.065
2018-08-08 11:52:03+00:00,0.97,-0.42000000000000004,-0.81
2018-08-08 14:49:40+00:00,0.915,-0.39,-0.595
2018-08-08 15:41:18+00:00,0.525,-0.26,-0.45999999999999996
2018-08-08 16:01:00+00:00,0.935,-0.91,-0.76
2018-08-08 16:24:56+00:00,0.825,-0.53,-0.395
2018-08-20 11:02:11+00:00,0.9,-0.7,-0.49
2018-08-20 11:19:07+00:00,0.7150000000000001,-0.67,-0.5349999999999999
2018-08-20 11:37:48+00:00,0.63,-0.605,-0.325
2018-08-20 12:49:11+00:00,0.945,-0.86,-0.69
2018-09-07 11:11:20+00:00,0.915,-1.365,-0.49
2018-09-07 11:28:32+00:00,0.725,-0.75,-0.35
2018-09-07 11:52:23+00:00,0.94,-0.86,-0.805
2018-09-07 12:16:42+00:00,0.965,-0.855,-0.68
2018-09-07 13:11:10+00:00,0.86,-0.87,-0.645
2018-09-07 13:32:18+00:00,0.85,-0.77,-0.6
2018-09-07 17:42:02+00:00,0.885,-0.775,-0.675
2018-09-07 17:59:53+00:00,0.96,-0.825,-1.025
2018-09-07 18:16:57+00:00,0.995,-1.045,-0.875
2018-09-07 19:36:17+00:00,0.97,-0.9199999999999999,-0.77
2018-09-07 19:56:36+00:00,0.765,-0.865,-0.405
2018-09-07 20:18:48+00:00,0.92,-0.915,-0.745
2018-09-18 21:56:30+00:00,0.92,-1.0,-0.83
2018-09-18 22:13:39+00:00,0.755,-0.745,-0.495
2018-09-18 22:30:30+00:00,0.795,-0.85,-0.52
2018-09-18 22:47:58+00:00,0.78,-0.775,-0.49
2018-09-18 23:06:40+00:00,0.67,-0.71,-0.33
2018-09-18 23:23:32+00:00,0.695,-0.71,-0.37
2018-09-19 11:41:54+00:00,0.505,-0.39,-0.095
2018-09-19 11:58:42+00:00,0.905,-0.665,-0.75
2018-09-19 14:24:31+00:00,0.78,-0.585,-0.675
2018-09-20 16:57:51+00:00,0.815,-0.99,-0.615
2018-09-20 17:20:08+00:00,0.645,-0.575,-0.23
2018-09-20 17:37:12+00:00,0.79,-0.765,-0.52
2018-09-20 17:46:43+00:00,0.97,-0.885,-0.83
2018-09-21 11:12:04+00:00,0.99,-0.855,-0.78
2018-09-21 11:29:25+00:00,0.97,-0.92,-0.865
2018-09-21 11:48:28+00:00,0.97,-0.95,-0.84
2018-09-21 12:06:32+00:00,0.92,-1.0150000000000001,-0.8500000000000001
2018-09-21 14:23:50+00:00,1.01,-0.975,-0.855
2018-09-21 14:41:24+00:00,0.875,-0.895,-0.845
2018-09-21 14:58:12+00:00,1.0,-0.5700000000000001,-0.925
2018-10-01 09:46:36+00:00,0.72,-0.685,-0.38
2018-10-01 10:03:41+00:00,0.72,-0.66,-0.41
2018-10-01 13:31:32+00:00,0.75,-0.69,-0.4
2018-10-01 13:49:13+00:00,0.985,-0.89,-0.8200000000000001
2018-10-01 14:07:02+00:00,0.665,-0.68,-0.325
2018-10-01 14:24:03+00:00,0.56,-0.68,-0.065
2018-10-01 15:41:03+00:00,0.775,-0.715,-0.43
2018-10-01 16:14:46+00:00,0.69,-0.625,-0.275
2018-10-01 16:48:11+00:00,0.77,-0.685,-0.535
2018-10-01 17:15:54+00:00,0.95,-0.84,-0.8
2018-10-01 17:32:59+00:00,0.95,-0.88,-0.885
2018-10-09 17:27:48+00:00,0.695,-0.71,-0.4
2018-10-09 17:44:50+00:00,0.925,-0.905,-0.8
2018-10-09 18:01:37+00:00,0.93,-0.75,-0.65
2018-10-09 18:28:48+00:00,0.62,-0.635,-0.3
2018-10-09 18:46:02+00:00,0.59,-0.625,-0.215
2018-10-09 19:03:24+00:00,0.61,-0.62,-0.17
2018-10-09 19:20:11+00:00,0.855,-0.73,-0.43999999999999995
2018-10-11 17:35:35+00:00,0.71,-0.815,-0.38
2018-10-11 17:53:57+00:00,0.58,-0.67,-0.14500000000000002
2018-10-11 18:11:12+00:00,0.62,-0.515,-0.23
2018-10-11 18:28:07+00:00,0.665,-0.665,-0.195
2018-10-11 18:45:16+00:00,0.74,-0.795,-0.475
2018-10-11 19:03:36+00:00,0.56,-0.59,-0.16
2018-10-11 19:20:56+00:00,0.585,-0.58,-0.13
2018-10-11 19:39:32+00:00,0.56,-0.535,-0.095
2018-10-12 13:15:06+00:00,0.61,-0.545,-0.17
2018-10-12 13:32:11+00:00,0.66,-0.52,-0.45499999999999996
2018-10-12 15:37:52+00:00,0.49,-0.42,0.11
2018-10-12 15:55:55+00:00,0.55,-0.385,-0.16999999999999998
2018-10-12 16:19:30+00:00,0.53,-0.385,-0.265
2018-10-12 16:36:52+00:00,0.52,-0.54,-0.025
2018-10-17 17:21:34+00:00,0.47,-0.425,0.175
2018-10-17 17:38:49+00:00,0.45,-0.42,0.19
2018-10-17 17:55:42+00:00,0.42,-0.425,0.14
2018-10-17 18:23:07+00:00,0.415,-0.37,0.1
2018-10-18 14:09:40+00:00,0.725,-0.66,-0.415
2018-10-18 14:38:48+00:00,0.75,-0.72,-0.445
2018-10-18 15:00:48+00:00,0.64,-0.63,-0.28
2018-10-19 23:00:35+00:00,0.96,-1.06,-0.815
2018-10-20 01:10:32+00:00,0.8,-0.775,-0.605
2018-12-05 18:46:44+00:00,0.59,-0.885,-0.155
2018-12-10 11:05:18+00:00,0.765,-0.81,-0.575
2018-12-10 11:22:24+00:00,0.64,-0.605,-0.455
2018-12-10 13:09:30+00:00,0.32999999999999996,-0.355,-0.135
2018-12-10 13:26:56+00:00,0.665,-0.67,-0.41
2018-12-10 13:44:24+00:00,0.68,-0.58,-0.43
2018-12-10 14:01:37+00:00,0.57,-0.72,-0.23
2018-12-10 14:18:39+00:00,0.62,-0.71,-0.23
2018-12-10 14:35:32+00:00,0.74,-0.72,-0.56
2018-12-10 15:49:09+00:00,0.69,-0.765,-0.31
2018-12-10 16:23:20+00:00,0.68,-0.785,-0.34
2018-12-10 16:41:37+00:00,0.64,-0.67,-0.3
2018-12-10 16:58:57+00:00,0.66,-0.675,-0.36
2018-12-10 17:28:39+00:00,0.67,-0.7,-0.33
2018-12-10 18:07:26+00:00,0.635,-0.61,-0.17
2018-12-10 18:24:45+00:00,0.795,-0.84,-0.525
2018-12-10 20:34:35+00:00,0.855,-0.86,-0.46499999999999997
2018-12-10 20:51:34+00:00,0.655,-0.89,-0.255
2018-12-11 08:32:14+00:00,0.94,-0.945,-0.89
2018-12-11 08:54:01+00:00,0.72,-0.675,-0.375
2018-12-11 09:10:56+00:00,0.635,-0.6799999999999999,-0.165
2018-12-11 09:27:57+00:00,0.65,-0.74,-0.25
2019-01-08 17:09:23+00:00,0.66,-0.65,-0.485
2019-01-08 17:26:37+00:00,0.705,-0.715,-0.45
2019-01-08 17:44:05+00:00,0.695,-0.73,-0.415
2019-01-08 18:17:50+00:00,0.44499999999999995,-0.425,0.05500000000000001
2019-01-15 11:10:04+00:00,0.665,-0.77,-0.74
2019-01-15 11:44:13+00:00,0.675,-0.66,-0.14500000000000002
2019-01-15 12:02:24+00:00,0.685,-0.76,-0.26
2019-01-15 12:19:12+00:00,0.705,-0.76,-0.41
2019-01-15 12:35:59+00:00,0.675,-0.74,-0.335
2019-01-15 12:52:48+00:00,0.695,-0.73,-0.33
2019-02-15 13:50:24+00:00,0.685,-0.785,-0.385
2019-02-15 14:07:21+00:00,0.925,-0.975,-0.7350000000000001
2019-02-15 14:26:25+00:00,0.79,-1.0,-0.605
2019-02-15 16:04:51+00:00,0.84,-0.935,-0.805
2019-02-15 16:27:53+00:00,0.9,-1.185,-0.84
2019-02-15 16:47:46+00:00,0.99,-1.22,-0.9299999999999999
2019-02-15 20:10:33+00:00,0.625,-0.995,-0.215
2019-04-08 20:10:46+00:00,0.94,-0.86,-0.725
2019-04-08 20:32:36+00:00,0.955,-1.05,-0.6950000000000001
2019-04-08 20:50:10+00:00,0.99,-1.12,-0.76
2019-04-09 13:08:01+00:00,0.69,-0.9950000000000001,-0.035
2019-04-16 18:45:44+00:00,0.945,-0.905,-0.705
2019-08-29 10:36:31+00:00,1.0,-0.9299999999999999,-0.9
2019-09-13 19:50:00+00:00,0.94,-1.07,-0.79
2019-09-13 20:26:15+00:00,0.905,-1.0,-0.715
2019-09-13 20:45:04+00:00,0.8,-0.81,-0.54
2019-09-13 21:29:10+00:00,0.965,-1.025,-0.83
2019-09-13 21:49:06+00:00,0.89,-0.98,-0.9299999999999999
2019-09-13 22:05:59+00:00,0.99,-1.0750000000000002,-0.925
2019-09-13 22:31:39+00:00,0.95,-0.975,-0.9299999999999999
2019-09-13 22:50:13+00:00,0.73,-0.765,-0.485
2019-09-13 23:10:08+00:00,0.98,-1.12,-1.01
2019-09-13 23:46:04+00:00,0.75,-0.88,-0.55
2019-10-07 13:00:35+00:00,0.565,-0.9099999999999999,-0.585
2019-10-07 13:18:13+00:00,0.825,-0.95,-0.87
2019-12-02 09:56:22+00:00,0.69,-0.65,-0.5800000000000001
2019-12-02 10:31:00+00:00,0.865,-1.03,-0.745
2019-12-02 11:25:23+00:00,0.88,-1.22,-0.855
2019-12-02 11:42:16+00:00,0.52,-1.0150000000000001,-1.0550000000000002
2019-12-02 16:56:11+00:00,1.085,-1.21,-0.765
2019-12-23 10:21:40+00:00,0.935,-0.835,-0.9550000000000001
2020-02-15 18:19:08+00:00,0.745,-0.875,-0.645
2020-02-15 18:36:48+00:00,0.835,-0.87,-0.67
2020-02-15 18:54:06+00:00,0.96,-1.03,-0.975
2020-03-17 10:55:22+00:00,0.73,-0.94,-0.30500000000000005
2020-03-17 11:29:18+00:00,0.75,-0.79,-0.525
2020-03-17 12:46:04+00:00,0.795,-0.675,-0.4
2020-03-17 15:40:32+00:00,0.81,-0.775,-0.55
2020-03-17 16:02:23+00:00,0.685,-0.75,-0.37
2020-03-17 16:19:37+00:00,0.71,-0.745,-0.88
2020-04-13 15:05:26+00:00,0.76,-0.835,-0.53
2020-04-13 15:22:25+00:00,0.69,-0.735,-0.505
2020-04-13 15:39:20+00:00,0.85,-0.695,-0.36
2020-04-18 12:56:46+00:00,0.99,-0.995,-1.0150000000000001
2020-04-18 13:13:36+00:00,1.045,-0.9299999999999999,-0.89
2020-04-21 13:06:14+00:00,0.995,-1.12,-0.98
2020-04-21 13:23:11+00:00,0.995,-1.085,-0.875
2020-04-21 13:40:50+00:00,1.0,-0.98,-0.895
2020-04-21 13:57:54+00:00,0.975,-1.03,-1.105
2020-04-21 14:50:45+00:00,0.795,-0.81,-0.52
2020-04-30 14:28:10+00:00,0.66,-0.775,-0.6100000000000001
2020-04-30 15:08:07+00:00,0.97,-1.31,-0.96
2020-09-14 11:59:22+00:00,0.535,-0.32999999999999996,-0.275
2020-09-17 09:24:46+00:00,0.75,-0.545,-0.225
2020-09-17 09:47:35+00:00,0.595,-0.54,-0.21000000000000002
2020-09-28 09:00:55+00:00,0.525,-0.5,-0.3
2020-09-28 09:17:56+00:00,0.55,-0.475,-0.03
2020-09-28 09:36:56+00:00,0.5,-0.685,-0.14
2021-06-01 14:14:10+00:00,0.925,-0.825,-0.755
2021-06-01 14:34:37+00:00,0.955,-1.145,-0.91
2021-06-01 14:52:17+00:00,0.99,-1.085,-1.04
2023-01-31 18:57:09+00:00,0.895,-0.62,-0.915
2023-02-03 13:32:43+00:00,0.95,-1.01,-0.625
2023-02-03 15:15:34+00:00,0.615,-0.495,-0.76
2023-02-03 15:38:12+00:00,0.535,-0.75,-0.315
2023-02-03 15:55:59+00:00,0.635,-0.315,-0.32499999999999996
2023-02-03 16:13:00+00:00,0.665,-0.755,-0.18
2023-02-03 16:48:11+00:00,0.64,-0.755,-0.43
2023-02-03 17:05:13+00:00,0.63,-0.78,-0.125
2023-02-03 17:23:43+00:00,0.64,-0.65,-0.395
2023-02-03 17:41:09+00:00,0.6,-0.6799999999999999,-0.19
2023-02-03 17:59:50+00:00,0.675,-0.52,-0.32999999999999996
2023-02-03 19:35:06+00:00,0.68,-0.72,-0.37
2023-02-03 20:10:17+00:00,0.695,-0.5449999999999999,-0.325
2023-02-03 20:27:29+00:00,0.665,-0.72,-0.43
2023-02-09 23:24:39+00:00,0.95,-0.675,-0.845
2023-02-10 00:16:41+00:00,0.825,-1.005,-0.94
2023-03-16 22:08:28+00:00,0.955,-0.875,-0.81
2023-03-16 22:25:29+00:00,0.99,-1.08,-0.96
2023-03-16 23:00:18+00:00,0.955,-1.06,-1.005
2023-07-19 21:40:38+00:00,1.0,-0.925,-1.05
2023-07-19 21:58:17+00:00,0.5700000000000001,-1.15,-0.085
2023-07-19 22:15:17+00:00,0.98,-1.01,-0.875
2023-07-19 22:32:44+00:00,0.99,-0.98,-0.9299999999999999
2023-07-19 22:49:51+00:00,0.97,-1.005,-0.965
2023-07-19 23:06:51+00:00,0.97,-1.045,-0.895
2023-09-22 10:11:35+00:00,0.56,-0.845,-0.49
2023-09-22 10:28:32+00:00,0.64,-0.9450000000000001,-0.38
2023-09-22 10:45:22+00:00,0.75,-0.88,-0.635
2023-09-22 11:21:27+00:00,0.9,-0.37,-0.845
2023-09-22 14:17:06+00:00,0.15,-0.7000000000000001,-1.01
2023-09-22 14:52:18+00:00,0.8300000000000001,-1.03,-0.365
2023-09-22 15:10:24+00:00,0.6799999999999999,-1.0899999999999999,-1.365
2023-09-22 15:47:35+00:00,0.94,-1.06,-1.005
2023-09-22 16:23:10+00:00,0.975,-1.15,-0.815
2023-09-22 16:40:08+00:00,0.88,-0.97,-0.755
